Event_Async_SaveLoad,Async - Save/Load,Async - Speichern/Laden,,Asynchronous event subtype
Event_Async_Social,Async - Social,Async - Social,,Asynchronous event subtype
Event_Async_Steam,Async - Steam,Async - Steam,,Asynchronous event subtype
Event_Async_SystemEvent,Async - System,Async - System,,Asynchronous event subtype
Event_Asynchronous,Asynchronous,Asynchron,,Asynchronous event name
Event_Collision,Collision,Kollision,,Collision event name
Event_Create,Create,Erstellen,,Create event name
Event_Destroy,Destroy,Zerstören,,Destroy event name
Event_CleanUp,Clean Up,Aufräumen,,Clean Up event name
Event_Draw,Draw,Zeichnen,,Draw event name
Event_Draw_Draw,Draw,Zeichnen,,Draw event subtype
Event_Draw_DrawBegin,Draw Begin,Zeichnen anfangen,,Draw event subtype
Event_Draw_DrawEnd,Draw End,Zeichnen beenden,,Draw event subtype
Event_Draw_DrawGUI,Draw GUI,GUI zeichnen,,Draw event subtype
Event_Draw_DrawGUIBegin,Draw GUI Begin,GUI-Zeichnen anfangen,,Draw event subtype
Event_Draw_DrawGUIEnd,Draw GUI End,GUI-Zeichnen beenden,,Draw event subtype
Event_Draw_PostDraw,Post-Draw,Nachzeichnen,,Draw event subtype
Event_Draw_PreDraw,Pre-Draw,Vorzeichnen,,Draw event subtype
Event_Draw_Resize,Window Resize,Fenstergröße ändern,,Draw event subtype
Event_Key_Alt,Alt,Alt,,Key event subtype
Event_Key_AnyKey,Any,Beliebig,,Key event subtype
Event_Key_Backspace,Backspace,Rückstelltaste,,"Key event ""others"" subtype"
Event_Key_Ctrl,Control,Steuerung,,Key event subtype
Event_Key_Delete,Delete,Löschen,,"Key event ""others"" subtype"
Event_Key_DigitN,{0},{0},,event key digit N
Event_Key_Digits,Digits,Ziffern,,Key event subtype
Event_Key_Down,Down,Nach unten,,Key event subtype
Event_Key_End,End,Ende,,"Key event ""others"" subtype"
Event_Key_Enter,Enter,Eingabetaste,,Key event subtype
Event_Key_Escape,Escape,Escape,,"Key event ""others"" subtype"
Event_Key_FunctionKeys,Function Keys,Funktionstasten,,Key event subtype
Event_Key_Home,Home,Pos 1,,"Key event ""others"" subtype"
Event_Key_Insert,Insert,Einfg,,"Key event ""others"" subtype"
Event_Key_Keypad,Keypad,Nummernfeld,,Key event subtype
Event_Key_KeypadN,Keypad {0},Nummernfeld {0},,Keypad event N
Event_Keyboard_Modifiers,Modifiers,Modifikatoren,,Modifiers keyboard group title
Event_Key_ArrowKeys,Arrow Keys,Pfeiltasten,,Arrow keys keyboard group title
Event_Key_ControlKeys,Control Keys,Steuerungstasten,,Control keys keybaord group title
Event_Key_Left,Left,Links,,Key event subtype
Event_Key_Letters,Letters,Buchstaben,,Key event subtype
Event_Key_NoKey,No Key,Keine Taste,,Key event subtype
Event_Key_Others,Others,Andere,,Key event subtype
Event_Key_PageDown,Page Down,Bild ab,,"Key event ""others"" subtype"
Event_Key_PageUp,Page Up,Bild auf,,"Key event ""others"" subtype"
Event_Key_Right,Right,Rechts,,Key event subtype
Event_Key_Shift,Shift,Umschalt,,Key event subtype
Event_Key_Space,Space,Leertaste,,Key event subtype
Event_Key_Up,Up,Oben,,Key event subtype
Event_Keyboard,Key Down,Taste gehalten,,Keyboard event name
Event_KeyPress,Key Pressed,Taste gedrückt,,Key Press event name
Event_KeyPress_Short,Key Press -,Tastendruck -,,KeyPress event short name
Event_KeyDown_Short,Key Down -,Gehaltene Taste -,,KeyDown event short name
Event_KeyPressN,Press {0},Druck {0},,Key Press event - short name
Event_KeyRelease,Key Up,Taste nicht gehalten,,Key Release event name
Event_KeyRelease_Short,Key Up -,Taste nicht gehalten -,,Key Release event - short name
Event_KeyDown,Key Down,Taste gehalten,,Key Down event name
Event_KeyUp,Key Up,Taste nicht gehalten,,Key Up event name
Event_Mouse,Mouse,Maus,,Mouse event name
Event_MouseClick,Mouse Click,Mausklick,,Mouse Click event name
Event_MouseDown,Mouse Down,Maustaste gehalten,,Mouse Down event name
Event_MouseUp,Mouse Up,Maustaste nicht gehalten,,Mouse Up event name
Event_Mouse_GlobalMouse,Global,Global,,Mouse event subtype
Event_Mouse_GlobalMouse_LeftButton,Global Left Down,Global Links gehalten,,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_LeftPressed,Global Left Pressed,Global Links gedrückt,,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_LeftReleased,Global Left Released,Global Links losgelassen,,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_MiddleButton,Global Middle Down,Global Mitte gehalten,,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_MiddlePressed,Global Middle Pressed,Global Mitte gedrückt,,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_MiddleReleased,Global Middle Released,Global Mitte losgelassen,,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_RightButton,Global Right Down,Global Rechts gehalten,,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_RightPressed,Global Right Pressed,Global Rechts gedrückt,,"Mouseevent ""global"" subtype"
Event_Mouse_GlobalMouse_RightReleased,Global Right Released,Global Rechts losgelassen,,"Mouseevent ""global"" subtype"
Event_Mouse_LeftButton,Left Down,Links gehalten,,Mouse event subtype
Event_Mouse_LeftPressed,Left Pressed,Links gedrückt,,Mouse event subtype
Event_Mouse_LeftReleased,Left Released,Links losgelassen,,Mouse event subtype
Event_Mouse_MiddleButton,Middle Down,Mitte gehalten,,Mouse event subtype
Event_Mouse_MiddlePressed,Middle Pressed,Mitte gedrückt,,Mouse event subtype
Event_Mouse_MiddleReleased,Middle Released,Mitte losgelassen,,Mouse event subtype
Event_Mouse_MouseEnter,Mouse Enter,Maus Betreten,,Mouse event subtype
Event_Mouse_MouseLeave,Mouse Leave,Maus Verlassen,,Mouse event subtype
Event_Mouse_MouseWheelDown,Mouse Wheel Down,Mausrad ab,,Mouse event subtype
Event_Mouse_MouseWheelUp,Mouse Wheel Up,Mausrad auf,,Mouse event subtype
Event_Mouse_NoButton,No Mouse Input,Keine Mauseingabe,,Mouse event subtype
GMLVisual_Event_Mouse_Any,Any Button,Beliebige Taste,,Mouse event subtype
GMLVisual_Event_Mouse_None,No Button,Keine Taste,,Mouse event subtype
GMLVisual_Event_Mouse_Left,Left,Links,,Mouse event subtype
GMLVisual_Event_Mouse_Right,Right,Rechts,,Mouse event subtype
GMLVisual_Event_Mouse_Middle,Middle,Mitte,,Mouse event subtype
Event_Mouse_RightButton,Right Down,Rechts gehalten,,Mouse event subtype
Event_Mouse_RightPressed,Right Pressed,Rechts gedrückt,,Mouse event subtype
Event_Mouse_RightReleased,Right Released,Rechts losgelassen,,Mouse event subtype
Event_Other,Other,Andere,,Other event name
Event_Other_AnimationEnd,Animation End,Animation Ende,,Other event subtype
Event_Other_AnimationEvent,Animation Event,Animation Ereignis,,Other event subtype
Event_Other_AnimationUpdate,Animation Update,Animation aktualisieren,,Other event subtype
Event_Other_EndOfPath,Path Ended,Pfad beendet,,Other event subtype
Event_Other_GameEnd,Game End,Spielende,,Other event subtype
Event_Other_GameStart,Game Start,Spielstart,,Other event subtype
Event_Other_IntersectBoundary,Intersect Boundary,Grenzüberschneidung,,Other event subtype
Event_Other_OutsideRoom,Outside Room,Außerhalb Raum,,Other event subtype
Event_Other_RoomEnd,Room End,Raumende,,Other event subtype
Event_Other_RoomStart,Room Start,Raumstart,,Other event subtype
Event_Other_UserDefined,User Events,Benutzerereignisse,,Other event subtype
Event_Other_UserN,User Event {0},Benutzererignis {0},,event other user N
Event_Other_Views,Views,Anzeigen,,Other event subtype
Event_Other_Views_BoundaryViewN,Intersect View {0} Boundary,Grenzüberschneidung Anzeige {0},,"Other-Views ""Boundary view"" event numberN"
Event_Other_Views_OutsideViewN,Outside View {0},Außerhalb Anzeige {0},,"Other-Views ""Outside view"" event numberN"
Event_Other_Views_Boundary,Intersect Boundary,Grenzüberschneidung,,Intersect boundary view group title
Event_Other_Views_Outside,Outside View,Außerhalb Anzeige,,Outside view group title
Event_Step,Step,Schritt,,Step event name
Event_StepBegin,Begin Step,Schrittanfang,,Begin Step event name
Event_StepEnd,End Step,Schrittende,,End Step event name
Event_Unknown,Unknown Event,Unbekanntes Ereignis,,Object editor unknown event name
Exit_AreYouSure,Are you sure you want to exit?,Wirklich verlassen?,,"On closing main desktop to quit, are you sure?"
Exit_SaveProject,Do you want to save changes before exiting?,Änderungen vor dem Verlassen speichern?,,Let user save project on exit
CloseProject_Save,Do you want to save changes to the current project?,Änderungen am aktuellen Projekt speichern?,,Prompt user to save changes to current project
Extension_Export,Enable in game,Im Spiel aktivieren,,Enable this extension in the game
Extension_Import,Import extension,Erweiterung importieren,,Extension import title
Extension_Import_Button_Add,Add -->,Hinzufügen -->,,extension add resource button
Extension_Import_Button_ImportAll,Import All,Alle importieren,,extension import all button
Extension_Import_Button_Remove,Remove,Entfernen,,extension remove resource button
Extension_Import_Complete,Import Complete!,Import abgeschlossen!,,extension import complete message
Extension_Import_CopyingFiles,Copying files...,Dateien werden kopiert...,,extension import copying files progress label
Extension_Import_DuplicateExtensionName,Extension with name '{0}' already exists - delete previous version before importing new version,Erweiterung mit dem Namen '{0}' existiert bereits. Vor dem Import der neuen Version vorherige Version löschen,,extension import - imported extension has the same name as an existing extension
Extension_Import_DuplicateExtensionResourceNames,Extension resource names clash with project resources. Please cancel the import and rename your project resources.,Die Erweiterungs-Ressourcennamen stehen im Konflikt mit den Projektressourcen. Bitte brechen Sie den Import ab und benennen Sie Ihre Projektressourcen um.,,extension import - resources being imported from the extension have the same name as existing resources in the destination project
Extension_Import_Error,An error occured:{0},Ein Fehler ist aufgetreten: {0},,extension import generic error
Extension_Import_ExtensionLabel,Extension resources:,Erweiterungsressourcen:,,extension resource import - extension resources label
Extension_Import_Extracting,Extracting...,Wird entpackt...,,extension importing extracting progress label
Extension_Import_GMEZ_Error,An error occurred,Ein Fehler ist aufgetreten,,extension import generic error
Extension_Import_GMEZ_InvalidData,Unable to read the extension file,Erweiterungsdatei kann nicht gelesen werden,,extension import parse error
Extension_Import_GMEZ_Missing,Unable to find an extension within the GMEZ file,Es Wurde keine Erweiterung in der GMEZ-Datei gefunden.,,extension import missing gmez
Extension_Import_ImportingResources,Importing resources...,Importieren von Ressourcen...,,extension import - importing resource progress label
Extension_Import_ProjectLabel,Resources to add:,Hinzuzufügende Ressourcen:,,extension resource import add to project label
Extension_Import_ResourceNameAlreadyExists,Already a resource with name '{0}' - please rename it before importing the extension,Eine Ressource mit dem Namen '{0}' existiert bereits - bitte vor dem Import der Erweiterung umbenennen,,extension import - imported extension has the same name as an existing resource
Extension_Import_ResourceNameConflict,Resource names conflict,Ressourcennamenkonflikt,,extension import - resource names conflict
Extension_Import_Resources_Description,Select resources from your extension and add them to your project,Wählen Sie Ressourcen aus Ihrer Erweiterung und fügen Sie sie zu Ihrem Projekt hinzu,,extension import description label
Extension_Import_Extract_Error,Failed to extract the extension archive: '{0}',Erweiterungsarchiv konnte nicht extrahiert werden: '{0}',,extension import - archive unzip failed error message
Extension_Import_Resources_Title,Import resources: {0},Importieren von Ressourcen: {0},,extension import resource title
Extension_Import_Legacy_Resources_Title,Import legacy resources: {0},Importieren von veralteten Ressourcen: {0},,legacy extension(1.x) import resource title
Logout_Query,Logout user '{0}'?\nThis will save any changes and restart the IDE.,Benutzer '{0}' abmelden?\nDamit werden Änderungen gespeichert und die IDE wird neu gestartet.,,Query if the user really wants to logout
Restored_Default_Settings_Restart,Are you sure you want to restore default settings?\nThis will restart the application for the changes to take effect.,"Möchten Sie die Standardeinstellungen wirklich zurücksetzen?\nDie Anwendung wird neu gestartet, damit die Änderungen wirksam werden.",,Restore default settings restart prompt
File_Menu_NewIDE,New IDE,Neue IDE,,Start a new instance of the IDE from the file menu
File_Menu_Logout,Logout,Abmelden,,The Logout program menu item
File_Menu_MyAccount,My Account,Mein Konto,,Launches my account web page menu item
File_Menu_Exit,${FileMenuExit},${FileMenuExit},,The Exit program menu item
File_Menu_ExportProject,Export Project,Projekt exportieren,,The Export Project menu item
File_Menu_ImportProject,Import Project,Projekt importieren,,The Import project menu item
File_Menu_NewProject,New Project,Neues Projekt,,The New Project menu item
File_Menu_OpenProject,Open Project,Projekt öffnen,,The Open Project menu item
File_Menu_Preferences,Preferences,Voreinstellungen,,The Preferences menu item
